name,useful_num,funny_num,games_owned,recommended,hours_played,review_date,text
Left 4 Dead 2,11,3,135,1,333.9,2015/1/15,"張貼於：2015 年 1 月 15 日
Very very nice game for 2009 year."
Left 4 Dead 2,6,0,84,1,510.6,2017/1/14,"張貼於：2017 年 1 月 14 日
惡靈勢力2真是一款非常棒的組隊遊戲。"
Left 4 Dead 2,10,0,27,1,471.7,7/4,"張貼於：7 月 4 日
免費獲得的產品

many Mod and puzzle solving map
killing summer vacation time"
Left 4 Dead 2,9,0,17,1,592.1,2018/7/26,"張貼於：2018 年 7 月 26 日
L4D2是让我觉得为数不多的好玩的僵尸射击题材游戏
邀请朋友玩会有更有趣的体验wwww
模组是本游戏的精华,请不要忽略模组这个有趣的东c
可以从各总网站下载模组和地图
射击手感非常好,基本上都是在一个点上的
大佬们都很友善的,但是要注意有些小屁孩来呛你
正是以上的原因,才让这9年前的游戏如今还有1万人同时在玩(成绩已经算不错了)
分数 8.7/10"
Left 4 Dead 2,7,0,368,1,692.7,2018/1/7,"張貼於：2018 年 1 月 7 日
You wants to play it.

過了十年還是很多人玩的。好人壞人，大人小童，甚麼人都有...不過，有很多非官方的免費模組和插件也是很好玩的...遊戲本身已經富娛樂性，同有比賽成份。"
Left 4 Dead 2,7,0,74,1,33.4,2016/1/21,"張貼於：2016 年 1 月 21 日
good game"
Left 4 Dead 2,9,0,8,1,45.5,8/4,"張貼於：8 月 4 日
小時候網咖的回憶"
Left 4 Dead 2,8,0,182,1,182.0,2016/5/4,"張貼於：2016 年 5 月 4 日
免費獲得的產品

十分有趣 不論是喜歡PVP性質
或是像是我喜歡PVE 也可以合作
如果不善常和別人合作 也可以CO-OP
加上有許多美工不錯的網友
他們的材質 模組都很好看
讓我可以擺脫覺得畫風太寫實或噁心的問題
還有玩家地圖可以玩 雖然我不是特價時買的
但是滿划算^^ 不知道為什麼它最近判定我免費獲得
我是在原價四百多買的"
Left 4 Dead 2,7,0,185,1,"1,687.5",2014/2/28,"張貼於：2014 年 2 月 28 日
Valve旗下開發的一款四人連線射擊喪屍大作！

不一樣的四位主角! 新的敵人新的槍枝種類!
更多了新的近戰武器與投擲物品系統!

遊戲內還保留了一代人物與地圖
讓我們可以用全新的武器在去回味一代的地圖與風格
遊戲也提供工作坊平台讓玩家上傳自己所做不一樣外型的人物與槍枝種類
還有不一樣的非官方地圖,可以讓玩家不斷的挑戰新的地圖
讓玩家們不會因為重複玩一樣的官方地圖而感到無趣

而我從一代玩到二代 始終都很喜歡它的遊戲風格
每個關卡的刺激度與連慣性都很棒.
儘管一段時間不玩 , 也不會忘記這遊戲的存在 !
適合跟朋友一起玩的超棒FPS遊戲 !

特賣的時候這款遊戲打折90% 絕對可以入手的 ！"
Left 4 Dead 2,8,0,310,1,990.0,2016/11/28,"張貼於：2016 年 11 月 28 日
２００９年發售至今，依然時常出現在Ｓｔｅａｍ熱銷商品

遊戲內容以４人團隊合作的方式進行，途中充滿僵屍及特感的阻擾

過程中充滿驚奇、刺激、歡笑，考驗著團隊的默契

遊戲還支援工作坊攻能，可以讓你裝各式各樣的模組

從地圖、人物、槍枝等，可以創造近乎無限多種遊戲體驗

適合一群朋友遊玩，不僅充滿歡樂還能增進彼此感情

即使你一個人玩，也能在遊戲中交到跟你有同樣興趣的朋友

就算你有一段時間沒玩了，你再次接觸它也能玩得很休閒

這就是一款能讓人舒壓，又很好打發時間的遊戲

而且最重要的是，它經常特價８０％，這麼好的遊戲要去哪裡找呢？"
Left 4 Dead 2,10,2,327,1,"2,406.0",2016/10/17,"張貼於：2016 年 10 月 17 日
這遊戲是L4D2

就是殺殭屍的遊戲

暴走的殭屍和特感 其難度立即倍增 堪稱人間第一血尿

搭配神(TK)隊友來遊玩 難度更是寸步難行

跟神(TK)隊友的巧妙組合 這正是這個遊戲的精華所在"
Left 4 Dead 2,8,0,637,1,192.6,2014/1/25,"張貼於：2014 年 1 月 25 日
Left 4 Dead 2 惡靈勢力 2

Valve 經典必玩的絕佳鉅作！

非官方製作的工作坊作品，可以自訂自己的遊戲內容。
遊戲的模式也非常的多，劇情也很豐富。

Left 4 Dead 3 Coming Soon ？"
Left 4 Dead 2,5,14,173,1,369.5,12/13,"張貼於：12 月 13 日
免費獲得的產品

""喔幹 我被Boomer噴到了啦""

""幹我死了"""
Left 4 Dead 2,5,0,15,1,217.5,4/20,"張貼於：4 月 20 日
模組很多 好玩 新地圖好玩"
Left 4 Dead 2,7,0,69,1,496.3,2018/1/24,"張貼於：2018 年 1 月 24 日
很舒壓的遊戲! 並且可自訂自己的模組w
關卡設計也相當充足，非常值得購買的遊戲^^
best game ever!"
Left 4 Dead 2,5,0,123,1,"2,154.2",2017/7/1,"張貼於：2017 年 7 月 1 日
很適合跟朋友玩的遊戲 沒朋友會很慘www
朋友是豬隊友更慘 wwwww"
Left 4 Dead 2,9,1,31,1,"1,830.5",2016/12/15,"張貼於：2016 年 12 月 15 日
2014年到現在都玩不膩的好遊戲~
這麼久才來評論 有點不好意思呢!
很推薦跟朋友一起玩喔 還能看看哪些朋友是豬隊友XD"
Left 4 Dead 2,7,3,99,1,393.5,2016/8/8,"張貼於：2016 年 8 月 8 日
好遊戲就是要來評論啦~~
L4D2有很多地圖,畫質也都很不錯
可依玩家的喜好調整難度,或是選擇模式
特感都嘛很op,但玩對抗的時候就爽了((尤其是當Tank
不過,有時候會遇到雷包,老手應該都知道我在說啥
遇到的話,就毫不猶豫踢了他唄XDDDD
.
.
.
.
.
.
.
.
.
.
如果新手們不太懂的話,那我就來解說一下吧
大致上有三種...
1.只想要一直衝、不斷搶功
然後一看到自己想要的就拿,搞得好像世界就他最屌?
這樣也就算了,結果有些拿到補包也不會幫忙補一下殘血的隊友
面對這種人真不知道該說什麼...
2.亂消耗資源,明明沒有必要卻一定要
當時沒有缺血但一定要給你治療的啦、
當時血很多還一直吃藥打腎上腺素的啦、
就沒甚麼殭屍仍丟出膽汁罐的啦...
除非是血量低於55以下又剛好有補包,或者你打專家的時候才要補血做好心理準備
3.毫無理由亂射人
這種的最靠背了,真的,相信不少人有遇過
媽的,你不想玩就退出阿,這又沒有甚麼等級制度
別成為別人眼中的爛人,ok?



以上,純屬個人意見,希望能減少腦殘的數量喔~~"
Left 4 Dead 2,5,5,100,1,42.8,7/1,"張貼於：7 月 1 日
免費獲得的產品

说正经的！
。当你的队友躺在地上了，他们可能只是走累了或者困了想休息会，这时候为了防止他们着凉，我们应该用燃烧瓶扔在他们身边给他们取暖
。听到哭声，那么就说明你遇到了幸存者，这个时候你要尽量引起他的注意
胆汁尽量往自己脚下丢，这样你就可以快速清理尸潮，以后就可能没什么尸潮了
。路边的车有一定几率不锁门，可以开走，靠近车右键说不定门就开了
。Jockey是玩家的宠物，时不时喜欢爬到玩家头上撒娇，玩家无需做其他事情，等它撒完娇自己会走的
。charger生前是个摔跤手，但是苦苦没有寻求到一个强大的对手，玩家强而有力的右键推可以有效的对付它，让它知道谁才是最强的摔跤手。
-------------------------------------------------------------------------

优点：
1.游戏要求的配置不高，很适合我这种电脑配置烂的一批的玩家，虽然有时候运载久了电脑的配置也是有点吃不消，不过只要一次性玩两三个小时还是可以的。
2.玩法也不少，地图也较丰富。
3.单人模式虽说只有最经典的玩法，但地图也有很多。
4.在经典模式下，通关一章后会有个统计表。
5.开头的片头做的不错，看起来挺震撼的（个人想法）。
6.原价的性价比就很高了，打折后的性价比我觉得没有任何一款游戏比这款高了。接着就来谈谈缺点。这个游戏整的来说没什么缺点，但有个致命的缺点我真的不能容忍：游戏中没有地图！我想说下游戏开发商有没有考虑过像我这种路痴的感受😭每次单人玩新的图我都要找老久的路，晕头转向的到处乱找，气的我就差把电脑砸了"
Left 4 Dead 2,5,0,110,1,"5,101.6",2016/11/25,"張貼於：2016 年 11 月 25 日
Отлично! Новые персонажи, кажется, хуже, чем в предыдущей части. Какие-то совершенно неинтересные, не правда ли? Журналистка Рошель, школьный тренер, механик Эллис и Ник – пижон в белом костюме, любитель азартных игр. Самые обычные люди, характера в них чуть больше, чем в ходячих мертвецах, да и герои из оригинала явно харизматичнее… Но нет, спустя пару часов, проведенных с ними, эти ребята уже как родные… И это еще не все. В Left 4 Dead 2 появился новый персонаж, который по своей значимости превосходит четверку выживших. Пусть он и словом не обмолвится, не совершит подвигов и не предаст, но, тем не менее, он всегда будет на виду. Этот персонаж – оружие.
Все-таки автоматы и дробовики из первой части, как ни крути, были скорее реквизитом, нежели действующим лицом. Слишком уж скудным, аскетичным казался набор: три «пушки» послабее, три – посильнее. Да и выглядели они чересчур «пластмассово». Оттого и радости при виде оружия второго «уровня» было немного. Ну да, отстрел зомби становился на порядок продуктивнее, но сами по себе огнестрельные игрушки не представляли никакого интереса.
что же придумали разработчики во второй части? Они, хитрецы, просто-напросто взяли да и расширили арсенал. Теперь и автоматов сразу несколько, и дробовиков, и даже пистолетов. При этом каждый «ствол» действительно радует глаз и слух. Нет, «пластмассовость» из Left 4 Dead никуда не делась, к ней лишь подселили некоторую внушительность. И, как ни странно, они отлично поладили. Все «пушки» красиво выглядят, сочно перезаряжаются, а выстрелы звучат гулко, приятно, солидно, как рычание льва. Разработчики даже чуть приблизили камеру, чтобы оружием можно было немного полюбоваться: разглядеть каждую деталь, царапинку на корпусе, едва заметные следы от воды. Среди таких красавцев вы непременно заведете любимчика и на многочисленных складах боеприпасов будете искать именно его. И радоваться, когда поиски увенчаются успехом.
Идея добавить много нового, пусть и схожего по характеристикам оружия, чтобы каждый мог выбрать себе фаворита, работает на ура.
Но нет, безжалостным разработчикам и этого мало. Теперь они сделали по-настоящему оригинальные и красивые кампании. И дело даже не в том, что они соединены между собой пусть скромной, но сюжетной линией, хотя это тоже, безусловно, приятно. Кампании Left 4 Dead 2 действительно не похожи друг на друга. Все-таки уровни из первой части, несмотря на некоторые различия в цветовой гамме, можно перепутать. Нет в них уникальности, своей «фишки». Во второй части она появилась. Тут уже дождливая деревушка, вымерший город, заброшенный парк аттракционов и болота узнаются с первого взгляда.
Во-первых, к кровожадной четверке зомби-боссов прибились еще трое чудиков. Громила с разбегу таранит выживших, унося одного из них с собой. Плевальщица, непрезентабельного вида дама, метко плюет под ноги четверке храбрецов едкой желчью (к тому же гадина своим именем послужила причиной тавтологии в этом предложении). Ну а последний вредитель – Жокей. Его цель схожа с целью Курильщика – разделить команду. Жокей так и норовит запрыгнуть на шею человека и, ехидно хихикая, увести его от товарищей. Ребята, одним словом, не самые дружелюбные, зато разнообразия вносят немало. Теперь нужно учиться и от Громилы отпрыгивать, как от быка на корриде, и бороться с проворным Жокеем, дабы он не укатил на вас верхом в другой конец карты. Да и в углу не посидишь – Плевальщица достанет.
По сути игра Left 4 Dead 2 всё та же первая часть, но более реалистичная, обширная, динамичная и более красивая. В центре апокалипсис, новый квартет выживших и орды живых мертвецов, враги стали сильнее и проворнее. Персонажи в игре стали более разговорчивее, что подогревает атмосферу и позволяет отвлечься в редкие моменты затишья.

Структура прохождения почти не изменилась, правда гемплей подвергся массовой переработке. Игрушка наполнена образцами оружия как рукопашного боя, так огнестрельного типа, которое можно преградить различными мелочами. Например найти лазерный прицел и прикрепить его к винтовке. Во время битвы куски тела разбрасываются в разные стороны, что напоминает кровавую мясорубку.
Спасибо за внимание!!!"
Left 4 Dead 2,7,0,53,1,"1,563.4",2018/6/13,"張貼於：2018 年 6 月 13 日
值得好友一起玩的好遊戲"
Left 4 Dead 2,5,1,11,1,31.8,2017/7/19,"張貼於：2017 年 7 月 19 日
是很有趣的遊戲.非常推薦!"
Left 4 Dead 2,6,0,42,1,"1,304.7",2016/1/29,"張貼於：2016 年 1 月 29 日
虐殭屍或是被殭屍虐，看你有神隊友或是專業豬隊友，隊友比殭屍恐怖的一款遊戲，超有樂趣的啦。

打隊友比打殭屍準，放火燒隊友，將隊友一槍暴頭，跟隊友互砍，跟朋友玩的時候，結算黑槍王是最歡樂的時候啊。

跟陌生人玩也有跟陌生人玩的樂趣，隨機加入遊戲房間，還會跑到一堆外國人隊友的房間。

每天都要打打殭屍的喔~~~"
Left 4 Dead 2,10,0,"1,245",1,234.8,2017/9/25,"張貼於：2017 年 9 月 25 日
L4D2，一款經典的殭屍射擊遊戲，即使到了今天人氣依舊不減。L4D系列強調的合作性質，給這遊戲帶來了許多樂趣，與好友同樂的最佳選擇。如經工作坊上也有更多的地圖模組，有更多不同的選擇，讓這遊戲歷久不衰。"
Left 4 Dead 2,5,2,"2,143",1,7.4,2018/11/28,"張貼於：2018 年 11 月 28 日
支援多國語言 組隊容易 加上數不完的工作坊讓你下載 , 玩累了?任何時候你都可以休息一下讓電腦代替你玩 今天想發洩? 進入L4D2就對了!"
Left 4 Dead 2,6,4,65,1,106.6,2018/11/26,"張貼於：2018 年 11 月 26 日
什麼? 現在這遊戲那麼便宜 那當初買一千三 玩不到100小時真的是買假的"
Left 4 Dead 2,5,0,64,1,"16,157.3",2010/11/20,"張貼於：2010 年 11 月 20 日
好遊戲，不推嗎？"
Left 4 Dead 2,5,0,61,1,89.0,2017/6/25,"張貼於：2017 年 6 月 25 日
免費獲得的產品

這不推薦 怎對得起自己 與朋友同樂的好遊戲
期待出續作 <3"
Left 4 Dead 2,13,0,201,1,112.3,2014/8/3,"張貼於：2014 年 8 月 3 日
超好玩啦！ 殺殭屍就是要團隊合作！

我最喜歡的部分就是有好多部分都好喜歡:> 遊戲裡面的：
1.場景變化很多，從大都市到叢林、溪流一直到下水道通通有！
2.音樂和遊戲進行的配合，在危險的情況和安全的環境有不一樣的背景音樂，讓人更融入其中！

在模式上也分很多種，即使遊戲發行這麼久了..還是有很多人在玩各種模式，基本上不可能有找不到房的狀況-0-

非常建議喜歡開無雙屠殺殭屍的玩家入手，而且co-op才是殺殭屍王道阿！

單人戰役，多人戰役，突變...等等，每種玩法都有不同的樂趣，超棒的! 大推L4D!"
Left 4 Dead 2,9,2,173,1,87.3,2018/6/4,"張貼於：2018 年 6 月 4 日
(me, just be introduced to this game)
me: wow, this is actually much fun than I thought
*40 hrs later*
me: now that I've played all the maps, I wonder when'll the next come out
*realize it's from valve*
me: *lay down and cry* I'm officially one of those hopeless fans now."
Left 4 Dead 2,7,1,30,1,116.0,6/29,"張貼於：6 月 29 日
fix ping plz"
Left 4 Dead 2,4,0,37,1,362.6,11/21,"張貼於：11 月 21 日
這遊戲真的很棒 希望可以出三代"
Left 4 Dead 2,5,0,114,1,"2,098.1",2014/2/16,"張貼於：2014 年 2 月 16 日
除了官方繁體中文是用超爛的機器翻譯加上一代的字幕有翻好卻不拿來給二代的這種擺爛態度

還有一堆死都不打算修的BUG之外 遊戲算是不錯玩

工作坊和相關網站提供豐富的模組和地圖給玩家遊玩 多人一起玩很歡樂的一款"
Left 4 Dead 2,4,3,60,1,5.6,2018/12/27,"張貼於：2018 年 12 月 27 日
還有人玩嗎？有就pm我steam id，今晚開會後不去應酬，開支白酒邊喝邊專心打喪屍！"
Left 4 Dead 2,4,0,11,1,75.7,2018/5/9,"張貼於：2018 年 5 月 9 日
經典"
Left 4 Dead 2,6,1,26,1,101.8,2018/5/6,"張貼於：2018 年 5 月 6 日
4人遊玩，賣人第一"
Left 4 Dead 2,5,0,16,1,987.9,2017/12/28,"張貼於：2017 年 12 月 28 日
玩法多樣，和朋友們一起努力生存下來，太好玩啦!"
Left 4 Dead 2,5,3,174,1,532.4,2017/11/24,"張貼於：2017 年 11 月 24 日
殭屍無雙"
Left 4 Dead 2,4,2,350,1,244.9,2016/11/28,"張貼於：2016 年 11 月 28 日
Left 4 Dead 3!!!"
Left 4 Dead 2,5,0,271,1,119.8,2016/11/24,"張貼於：2016 年 11 月 24 日
經得起時間的考驗,不管什麼時候玩，都像剛開封頭一次那麼地新奇。市面上新遊戲推陳出新，但都不重要…因為驀然回首，這款遊戲總在燈火闌珊處。"
Left 4 Dead 2,5,5,156,1,124.9,2016/10/31,"張貼於：2016 年 10 月 31 日
打折打到93圓了你都還不買，是有多吝嗇R?
總比你去外面網咖花35元買一杯清水還值得，在家打3次就屌賺12元回來了"
Left 4 Dead 2,5,1,59,1,168.5,2016/7/1,"張貼於：2016 年 7 月 1 日
絕對是破壞友情的遊戲XDD"
Left 4 Dead 2,6,0,116,1,281.2,10/7,"張貼於：10 月 7 日
前提是你必須有願意玩，又不玻璃心的隊友。"
Left 4 Dead 2,12,2,34,1,312.3,2017/6/26,"張貼於：2017 年 6 月 26 日
免費獲得的產品

So Fun~~"
Left 4 Dead 2,6,0,284,1,"1,487.3",2014/2/15,"張貼於：2014 年 2 月 15 日
非常棒的一款殭屍大作 ，

從以前去網咖玩迷版到現在趁特價時入手正版並架設Server ，

從新手到處摸索(官方)地圖怎麼走到現在下載(非官方)地圖和朋友遊玩 ，

這當中有許許多多的喜怒哀樂 ~

若跟我一樣是喜愛打殭屍的話 ，你/妳絕不能錯過 !!"
Left 4 Dead 2,6,1,59,1,282.1,2018/3/16,"張貼於：2018 年 3 月 16 日
這遊戲由我11年買開始買至今仍沒有玩厭,遊樂性沒減.非常推薦"
Left 4 Dead 2,5,1,"1,309",1,885.0,2015/8/11,"張貼於：2015 年 8 月 11 日
虽然是09年的游戏，但是L4D2比起近年来新出的游戏好玩多了。
和好友开黑一起玩的话基本上都是完虐对面的，所以说玩L4D2最重要的是学会合作，配合队友。"
Left 4 Dead 2,5,0,88,1,11.9,2016/6/24,"張貼於：2016 年 6 月 24 日
非常適合和朋友一起殺時間和僵屍的好遊戲!"
Left 4 Dead 2,4,2,261,1,"4,576.4",2015/7/8,"張貼於：2015 年 7 月 8 日
想了一會兒，就只想說：就是好玩兒。"
Left 4 Dead 2,4,0,267,1,"1,339.2",2015/7/17,"張貼於：2015 年 7 月 17 日
在一次偶然的機會下得知了STEAM送給所有玩家的聖誕節禮物，其實以前有在網咖玩過不少1代跟2代
但是實際擁有正版後，感覺更是不一樣了
因為我們能夠擁有工作坊的功能!!
有了這一點就足以贏過所有盜版了w
因為盜版的模組要另外下載另外裝，還會有跟朋友連線版本不合的狀況
還有線上連線以及社群連線都是G＊C跟其他盜版沒有的
如果是盜版玩很久對這遊戲已經不怎麼感興趣的玩家，我還是會建議等特賣的時候買下來蒐藏~
在體驗一次以前盜版沒有的那些功能，說不定你會再一次的喜歡上這個遊戲

畫面10/10
音樂9/10
挑戰性7/10
耐玩度10/10
工作坊10/10

46/50"
Left 4 Dead 2,4,0,214,1,979.9,2015/12/27,"張貼於：2015 年 12 月 27 日
人生第一只正版遊戲.識到好多朋友 開心左3年"
Left 4 Dead 2,4,2,207,1,929.7,2015/11/23,"張貼於：2015 年 11 月 23 日
游戏很好玩，来一波好友"
Left 4 Dead 2,9,2,221,1,89.5,2016/10/10,"張貼於：2016 年 10 月 10 日
同為打殭屍的遊戲，玩法雖與一代相同，可是多了很多武器，還包含了近戰武器，甚至可以使用工作坊的物品，但是NPC還是一樣每次都子彈噴到我 =.="
Left 4 Dead 2,21,0,90,1,26.2,2014/8/3,"張貼於：2014 年 8 月 3 日
我是趁這款免費時候入手的 這款是殭屍中最經典的作品 也許只有惡靈古堡可以媲美他了吧 不管是耐完度 槍啊 地圖啊 等等 都是非常優秀的 還有他的工作坊 又給了這款遊戲全新的生命 裝了再進去遊戲 感覺又像是在玩另外一款遊戲"
Left 4 Dead 2,6,1,93,1,"1,345.2",2015/12/30,"張貼於：2015 年 12 月 30 日
1106小時的遊戲時數重新評論

6年前的遊戲拿到現在來比也毫不遜色

能戰到今日，一點讓人都不覺得驚訝

一款能多人過關遊戲，你還在等什麼?"
Left 4 Dead 2,5,1,690,1,"1,077.3",2017/5/19,"張貼於：2017 年 5 月 19 日
玩了快两年 技术依旧菜的没眼看
第一个玩了盗版入正的游戏
认识了很多有趣的人
虽然偶尔也会碰到废物 开局莫名其妙打死你
总体还是不错~"
Left 4 Dead 2,6,0,25,1,52.0,2017/2/18,"張貼於：2017 年 2 月 18 日
good game"
Left 4 Dead 2,4,0,54,1,173.5,2017/3/19,"張貼於：2017 年 3 月 19 日
非常好的一款游戏，十分讲究团队配合"
Left 4 Dead 2,6,2,358,1,146.1,2018/2/4,"張貼於：2018 年 2 月 4 日
死宅之路的无限修行23333"
Left 4 Dead 2,3,0,162,1,316.2,2017/1/28,"張貼於：2017 年 1 月 28 日
我觉得这款游戏非常的棒，支持国人购买，找回曾经与寝室好友开黑的感觉"
Left 4 Dead 2,3,0,77,1,62.4,2014/2/13,"張貼於：2014 年 2 月 13 日
讚"
Left 4 Dead 2,7,1,17,-1,"1,575.7",2016/8/11,"張貼於：2016 年 8 月 11 日
遊玩中被惡意TK跟嘴炮希望能夠新增 希望盡快落實黑名單功能 永久禁止加入遊戲 我不是在岐視外國人但真的很不友善"
Left 4 Dead 2,4,2,256,1,346.6,2011/3/25,"張貼於：2011 年 3 月 25 日
為了生存,你必須和成千上萬個殭屍戰鬥,與隊友不停的戰鬥,延後了Left 4 Dead 劇情,新的人物,新的感染者,更血腥的殺戮! 非常好玩! 你一定也會喜歡 : )"
Left 4 Dead 2,5,1,35,1,419.9,2017/6/25,"張貼於：2017 年 6 月 25 日
一款很耐玩的遊戲，推薦！"
Left 4 Dead 2,6,0,35,1,610.3,6/30,"張貼於：6 月 30 日
2019了 還是很好玩!"
Left 4 Dead 2,3,1,46,1,499.6,2016/11/25,"張貼於：2016 年 11 月 25 日
I find a Burger Tank in this place?
I'ma be a one man cheeseburger apocalypse."
Left 4 Dead 2,3,1,987,1,6.6,2017/11/24,"張貼於：2017 年 11 月 24 日
永遠的經典，那說好的三代何時出呢"
Left 4 Dead 2,4,0,120,1,69.0,2014/9/24,"張貼於：2014 年 9 月 24 日
滿好玩的 可以扮演感染者 滿不錯的"
Left 4 Dead 2,3,0,24,1,69.9,2014/3/9,"張貼於：2014 年 3 月 9 日
單人戰役劇情不錯..
但多人連線的耐玩度、樂趣、爽感 都遠比單人劇情好...
現在還有一大堆台灣人在線上打 不怕找不到人
\而且武器系統多元殭屍種類也很多 讚!!!"
Left 4 Dead 2,4,0,91,1,96.3,2017/3/5,"張貼於：2017 年 3 月 5 日
非常好玩的一款殺殭屍遊戲
可以說是 殭屍無雙
非常推薦這款遊戲
無論單人多人都非常的好玩
玩膩了還可以去玩伺服器有RPG之類的東西
特殊的BOSS 之類的

Very fun to kill a zombie game
Can be said to be zombie unparalleled
Very recommend this game
No matter how many people are very fun
You can also play the server with RPG and the like
Special BOSS and the like"
Left 4 Dead 2,3,0,49,1,"5,677.1",2013/12/27,"張貼於：2013 年 12 月 27 日
大家好呀　~　一起加入＂　惡　靈　勢　力　２　＂

好遊戲就一起加入＂　熱　血＂　吧 ^0^"
Left 4 Dead 2,5,0,43,1,86.9,10/28,"張貼於：10 月 28 日
經典之作"
Left 4 Dead 2,8,1,122,1,451.6,2017/3/4,"張貼於：2017 年 3 月 4 日
說道殭屍遊戲非提到Left 4 Dead 2不行，爽快的射殺砍殺，使用技術性技巧遊玩，四人同樂或八人對抗是這遊戲引人入勝的魅力，看著人海般的喪屍群襲來，拿起你的突擊步槍和武士刀準備大殺特殺一番吧。"
Left 4 Dead 2,5,1,16,1,"3,406.5",11/28,"張貼於：11 月 28 日
Love this old game <3"
Left 4 Dead 2,3,0,26,1,54.6,11/10,"張貼於：11 月 10 日
小時候玩過第一代（國小
過了快7年 才辦steam帳號（大學
看到活動遊戲某個折扣
我點進去看 突然是L4D1
小時候超愛玩這個遊戲
還出了第二代
一直考慮要不要買
結果小孩選擇 兩個都要買下
馬上玩玩看
這個遊戲很棒
一定推薦"
Left 4 Dead 2,5,0,26,1,590.7,8/4,"張貼於：8 月 4 日
遊玩了將近快 400 小時 自己本身也有在玩像 mc 這種休閒遊戲
玩著玩著就會慢慢覺得開始有點無聊了 但 l4d2 卻不太一樣
前面不太會玩時 就打打單人 練練圖 要不就是跟朋友一起玩
前期玩時 新鮮感相當的強烈 但玩久了 就會出現跟 mc 一樣的情況
但在我一接觸多人連線後 發覺這跟以前根本是不同的次元
以前總是在想 別人為什麼每天都玩差不多的地圖 ( 跑跑 ) 卻都不會膩呢
現在終於能體會到他心中的那份喜悅了"
Left 4 Dead 2,5,0,4,1,167.6,6/16,"張貼於：6 月 16 日
與其說是樂趣 不如說是打回憶吧"
Left 4 Dead 2,4,0,49,1,351.8,1/7,"張貼於：1 月 7 日
4人遊戲，被路人賣。"
Left 4 Dead 2,4,0,3,1,2.0,2018/11/17,"張貼於：2018 年 11 月 17 日
Good game since I was young, played over 10 years!!!"
Left 4 Dead 2,4,1,59,1,388.8,2018/8/5,"張貼於：2018 年 8 月 5 日
玩了那麼長的時間也該給好評了 創意工坊的MOD很豐富也很有趣 一訂玩一年 感謝L4D2承載了我許多過去的記憶"
Left 4 Dead 2,3,0,29,1,"3,794.6",2018/1/3,"張貼於：2018 年 1 月 3 日
跟其他三位好朋友一起生存下去吧!"
Left 4 Dead 2,3,0,46,1,456.0,2017/11/23,"張貼於：2017 年 11 月 23 日
Good Game"
Left 4 Dead 2,3,1,7,1,23.8,2017/10/10,"張貼於：2017 年 10 月 10 日
免費獲得的產品

It's very good"
Left 4 Dead 2,3,0,7,1,108.5,2017/8/10,"張貼於：2017 年 8 月 10 日
真是一隻好玩的遊戲
昨天又買來玩過
Killing floor2很快悶地圖太細跟隊友互動不多
現在其待l4d3的來臨"
Left 4 Dead 2,3,0,25,1,41.2,2017/6/30,"張貼於：2017 年 6 月 30 日
雖然2代後面的關卡重複了一代的 且是用倒敘法的方式 不過還是好玩啦 尤其是用榴彈發射器一次就把一群殭屍炸死的快感 讚！"
Left 4 Dead 2,3,0,15,1,"4,496.9",2017/6/29,"張貼於：2017 年 6 月 29 日
!"
Left 4 Dead 2,5,3,60,1,190.7,2016/6/7,"張貼於：2016 年 6 月 7 日
很好玩就這樣OWO"
Left 4 Dead 2,4,0,62,1,728.6,2015/4/17,"張貼於：2015 年 4 月 17 日
經典就是經典...
不管1年、3年還是5年，都還是那麼好玩...
期待3代"
Left 4 Dead 2,5,0,189,1,594.4,2014/12/25,"張貼於：2014 年 12 月 25 日
L4D2在各方面來說都是能輕鬆上手且娛樂性十足的殺殭屍射擊遊戲，即使不習慣正規模式慢節奏的遊戲進行，也有一堆由愛好者建立的有趣伺服器等玩家來挑戰，加上特價給的價格很棒，是容易入手的好遊戲！"
Left 4 Dead 2,3,0,55,1,205.0,2014/11/30,"張貼於：2014 年 11 月 30 日
good game"
Left 4 Dead 2,5,1,"2,845",1,111.0,2011/3/1,"張貼於：2011 年 3 月 1 日
成功讓不少 FPS 苦手喜歡的 FPS 遊戲"
Left 4 Dead 2,3,0,22,1,79.2,2018/3/19,"張貼於：2018 年 3 月 19 日
Nie grajcie z Liwią"
Left 4 Dead 2,4,0,80,1,"3,418.3",2018/9/10,"張貼於：2018 年 9 月 10 日
非常好的一款殭屍類型遊戲
主要分為４人合作過關
以及４ｖｓ４對抗過關
個人認為對抗模式是此遊戲的精華
但建議在那之前先玩合作模式熟悉後再玩
不然遊戲體驗會很差"
Left 4 Dead 2,3,1,278,1,27.4,2017/11/25,"張貼於：2017 年 11 月 25 日
僵屍夢魘殺手經典之作
遙想當年網吧通宵玩足五嗰日夜,嚇到班Friend都唔夠膽在陪我玩哩嗰Game."
Left 4 Dead 2,4,0,65,1,66.2,2017/4/4,"張貼於：2017 年 4 月 4 日
朋友也是相當重要的阿

自己打可能會無聊些
找朋友一起+模組真的是會玩不膩

地圖也可以從外部增加 增加的多元性"
Left 4 Dead 2,3,1,52,1,165.2,2016/12/24,"張貼於：2016 年 12 月 24 日
免費獲得的產品

uiuiioiio"
Left 4 Dead 2,4,5,135,1,454.9,2016/10/11,"張貼於：2016 年 10 月 11 日
你以為僵屍是這款遊戲最恐怖的東西嗎?

開啟友傷模式你就知道了"
